L1_mm,L3_mm,L4_mm,theta1_deg,theta2_deg,mu,CL,CT,CL_CT,BF
42.11226043951444,141.50780560780123,156.61141402080088,19.206052639418814,139.87811645304225,0.36430853217692716,1.5159736701232776,0.5312035303826407,2.8538471290491603,2.047177200505918
36.0023886029801,142.45606967847363,157.37871886367324,27.53099228124209,146.37258403951535,0.07767563225390299,0.18886134911779295,0.1520030862397141,1.2424836481277237,0.34086443535750705
44.70356134879919,139.10088619193365,157.43556585801173,21.655455225564303,138.60890830425967,0.09757766396036355,0.23612123462863152,0.18302046965779317,1.2901356611647032,0.4191417042864247
38.84172368828008,141.3468416780044,161.18241912259916,35.5529094806374,148.8005860395121,0.16448740760753724,0.4493857757497074,0.2817279163026132,1.5951055956663074,0.7311136920523206
42.762216165029265,140.12902680646076,158.80533278996273,27.339123924684255,136.77691421015865,0.3434109328663652,1.2805695487231805,0.49748711913663296,2.5740757890285737,1.7780566678598135
43.08255237844092,138.78516245133784,154.51674174641863,31.4325908058793,137.77060888377449,0.3428836850243205,1.3155379004482657,0.49001362416262373,2.6846965789907715,1.8055515246108893
44.29870078494665,141.78262147536887,154.6377309065095,35.42660372010635,147.93125696162255,0.3633085626313798,1.603451694152057,0.5077427150006012,3.1580003942551067,2.111194409152658
43.612997348979974,139.2034381667931,158.21167740198604,18.703904712850065,140.4722504324194,0.07894908516362442,0.1878150908181417,0.15264660663704463,1.2303915229816993,0.34046169745518634
42.25317504496025,140.81930123758195,155.67800091797525,23.91985275460498,137.58426151244996,0.26641730220019283,0.8722157875372208,0.42040231331583394,2.0747169078538223,1.2926181008530548
36.76294834621373,139.60109635484488,159.91541084224463,33.02862517608094,153.83720406003744,0.23265991447426243,0.7491107524677733,0.3728879722739168,2.008943189826166,1.12199872474169
38.2833159703821,140.8226445189693,161.0043476389352,36.64470002285168,140.92730563359999,0.23740624720976972,0.7170983783517239,0.37248946883162837,1.9251507448009615,1.0895878471833522
40.02440792839255,140.2734802495097,156.81969182165432,28.091265652215355,153.1157083065436,0.3557570149746964,1.587788420764911,0.5101319737348716,3.1125051996645174,2.0979203944997824
43.37146596926732,139.84383030257067,160.8394169725831,23.61437232215956,136.99412812484468,0.05431832921984559,0.12192352611341455,0.10628424676144828,1.147145789037468,0.22820777287486282
43.23442967847659,142.76108050895448,157.54335686459672,32.7918722627712,143.82371959230667,0.2564415594780323,0.8328384481992827,0.40103867828968726,2.076703553260985,1.2338771264889699
44.729772879268666,138.71954976069614,157.97277640649403,27.03076245539497,135.81677456441932,0.11282463432871384,0.27320626231752854,0.20445261131341597,1.3362815987647942,0.4776588736309445
35.69847687897287,139.20651839812462,159.79553843724426,21.67237957547807,148.03396975821704,0.3248794010924084,1.2738569174651555,0.4860496084855272,2.6208372462933203,1.7599065259506828
42.926381873894464,142.02956175040342,160.1588199409788,28.32076204670901,149.44182838618585,0.26465510250316626,0.8916811127426151,0.41428863148102246,2.152318564849301,1.3059697442236375
44.2773413003854,139.60515411811326,155.55221249096033,19.84566219621682,138.69101276995713,0.3894047154533542,1.7046700843162943,0.5504547921559826,3.0968393928220017,2.255124876472277
42.659036090378464,140.3404869880173,159.63544223710167,28.375952732704093,139.85388086751698,0.23039727315087033,0.6885091371352193,0.37019748941774194,1.8598428050339504,1.0587066265529612
39.28823227217061,140.46571692857955,158.12241480470163,20.345610740880982,150.8113581392045,0.11803044190575415,0.31006691332560155,0.22180807064662728,1.397906363017708,0.5318749839722288
44.90415902031087,139.23675076699223,153.9991555567886,18.971683851956588,149.51916771652276,0.29132710321326444,1.084657676372862,0.4507207294585262,2.40649609720839,1.5353784058313882
40.99670138787667,142.25427737905568,160.37896597032278,19.068247108556445,135.37658814062925,0.32092620795856813,1.144910003329493,0.48859515658331737,2.343269244287439,1.6335051599128103
41.134189388603,140.37326565097734,160.42409084508517,36.0195439225794,147.44082881573516,0.38618119379707005,1.734358750765829,0.5251639686850633,3.3025090337184007,2.2595227194508922
43.2421726477275,138.9945863500004,152.65513341669163,20.97018586011291,149.1412434709005,0.07744989518166838,0.19058748807101622,0.15253530612992097,1.249464749549095,0.34312279420093716
38.30526510598943,141.66366512168455,154.48668431002656,26.54958655195057,145.9712217707939,0.15499243577204191,0.43125319267708984,0.27678929496225263,1.558055894957579,0.7080424876393425
40.33173708075806,142.4755191961408,160.67859750911,26.76891927712922,150.0778284851773,0.2342147159674361,0.7474130138159997,0.3813372759354023,1.9599788978998471,1.128750289751402
43.41718766216161,142.81170288682654,156.05273005385712,30.544627050161644,136.13784518108088,0.37377939585420183,1.5307218305894807,0.5278140477770166,2.900115745377354,2.0585358783664973
42.52769786009105,139.41981293721912,155.05445147530608,30.35258155432275,152.54340420513736,0.2621671119847775,0.9120247446403242,0.4087040819500238,2.2315038799926796,1.320728826590348
44.80682861107177,139.17023550302466,159.9270908216186,26.269698857415367,142.01488069818865,0.1511723847504829,0.3944125936539409,0.26375249136065365,1.495389073366603,0.6581650850145946
41.98835392182418,140.31977544690304,160.77564902939997,34.08015248871888,145.2621664546749,0.05638798719319007,0.1270927840073436,0.10902454556480677,1.1657263357433272,0.23611732957215037
36.77109207509122,139.6355327668015,155.12481141639614,21.353681418963383,136.82455975135778,0.3563684185578913,1.4476826888318612,0.5216159356312803,2.7753804857971187,1.9692986244631414
41.02626342271127,141.8395276666597,160.19253210388652,29.694750789681542,136.90126373698934,0.19026566029874803,0.5246242496623604,0.3191012466019545,1.6440683176545983,0.8437254962643149
42.61877242067588,142.7308444366394,155.06846715683375,21.496414633836846,135.78801234416957,0.3979439032857069,1.7708830505510622,0.564547082782846,3.1368208331212566,2.335430133333908
40.83803565334286,138.24344838163552,153.54222595161758,26.18056347147878,144.78998517627596,0.1699996358741071,0.47826480195286847,0.2944284494011459,1.6243837948596251,0.7726932513540143
37.79986063712292,139.00385171985002,160.95868177782214,36.70644682652774,137.25756334990743,0.2881727845239328,0.9402396422744783,0.4275399756103956,2.1991853298211597,1.367779617884874
38.00305737564357,142.5770944169539,158.8480022434834,19.443917509476353,144.7256918574077,0.32869135559862955,1.2926626403150259,0.4972299841975235,2.599727855111647,1.7898926245125493
40.208689422484426,141.14938123098176,157.04072437448994,34.7520484361235,147.3339810261644,0.16777899558412696,0.4658260388782466,0.2875210131513116,1.6201460678392214,0.7533470520295582
44.56337135787236,138.61522188371478,156.1871355377312,26.84150383141376,152.09950281017228,0.31195568068518564,1.2084369285613097,0.4633266206352213,2.608175042704305,1.671763549196531
42.403660248883185,141.21947051298125,159.84859660402935,24.471617713613675,154.22067536175715,0.14814138510636798,0.4073949500982626,0.26617158514797556,1.5305726562501976,0.6735665352462381
